Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445081462440539527,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440539783,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440539954,000000F1,false,Rx,0,4,00,99,00,40,00,00,00,00,
18445081462440540168,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462440540552,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462440540809,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440541065,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440541278,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440546362,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462440546490,000001AF,false,Rx,0,3,00,00,01,00,00,00,00,00,
18445081462440546746,000001F5,false,Rx,0,8,0F,0F,00,81,00,00,03,00,
18445081462440549908,000000F1,false,Rx,0,4,1C,99,00,40,00,00,00,00,
18445081462440552043,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440552257,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440552513,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462440552727,000001E1,false,Rx,0,5,00,FD,17,00,60,00,00,00,
18445081462440553111,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462440553368,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440553624,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440553880,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440554137,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440554350,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440560117,000000F1,false,Rx,0,4,28,99,00,40,00,00,00,00,
18445081462440562595,000001F3,false,Rx,0,2,80,80,00,00,00,00,00,00,
18445081462440564603,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440564816,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440565072,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462440565585,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462440565799,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440566098,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440566269,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440569686,000000F1,false,Rx,0,4,34,99,00,40,00,00,00,00,
18445081462440571566,0000019D,false,Rx,0,8,C0,00,3F,FD,01,00,00,FF,
18445081462440571736,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440571993,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440577076,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440577332,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440577546,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462440578101,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462440578358,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440578614,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440578870,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440579127,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440579297,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440579597,000002C3,false,Rx,0,6,06,4B,06,A0,06,A0,00,00,
18445081462440579767,000000F1,false,Rx,0,4,00,99,00,40,00,00,00,00,
18445081462440579981,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462440580109,000002D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
18445081462440582587,000001E1,false,Rx,0,5,00,00,14,00,00,00,00,00,
18445081462440589635,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440589806,000000F1,false,Rx,0,4,1C,99,00,40,00,00,00,00,
18445081462440590062,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440590191,000001F3,false,Rx,0,2,C0,C0,00,00,00,00,00,00,
18445081462440590404,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462440590660,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462440590917,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440591173,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440591387,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440596726,0000019D,false,Rx,0,8,00,00,00,00,01,00,00,FF,
18445081462440596855,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440597111,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440599888,000000F1,false,Rx,0,4,28,99,00,40,00,00,00,00,
18445081462440602152,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440602408,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440602664,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462440603134,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462440603348,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440603604,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440603860,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440604159,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440604330,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440610183,000000F1,false,Rx,0,4,34,99,00,40,00,00,00,00,
18445081462440612618,000001E1,false,Rx,0,5,00,FF,15,00,20,00,00,00,
18445081462440614625,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440614882,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440615138,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462440615608,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462440615864,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440616120,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440616334,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440619751,000000F1,false,Rx,0,4,00,99,00,40,00,00,00,00,
18445081462440621674,0000019D,false,Rx,0,8,40,00,3F,FF,01,00,00,FF,
18445081462440621845,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440622058,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440622742,0000012A,false,Rx,0,8,57,00,00,00,B2,60,3F,FF,
18445081462440624920,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462440627142,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440627398,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440627612,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462440627825,000001F1,false,Rx,0,8,85,0F,8B,77,08,00,00,72,
18445081462440628167,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462440628423,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440628680,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440628936,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440629192,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440629363,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440629619,000002C3,false,Rx,0,6,06,4B,06,A0,06,A0,00,00,
18445081462440629747,000000F1,false,Rx,0,4,1C,99,00,40,00,00,00,00,
18445081462440629961,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462440630132,000002D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
18445081462440630388,000003C1,false,Rx,0,8,07,65,C4,A0,B7,DF,F9,50,
18445081462440630645,000003D1,false,Rx,0,8,01,40,80,00,00,00,00,00,
18445081462440630944,000003E9,false,Rx,0,8,00,00,20,00,00,00,00,00,
18445081462440632610,000001F3,false,Rx,0,2,00,00,00,00,00,00,00,00,
18445081462440635429,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462440639658,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440639829,000000F1,false,Rx,0,4,28,99,00,40,00,00,00,00,
18445081462440640085,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440640342,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462440640598,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462440640854,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440641153,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440641324,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440642477,000001E1,false,Rx,0,5,00,FE,16,00,40,00,00,00,
18445081462440646706,0000019D,false,Rx,0,8,80,00,3F,FE,01,00,00,FF,
18445081462440646877,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440647134,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440649825,000000F1,false,Rx,0,4,34,99,00,40,00,00,00,00,
18445081462440652132,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440652388,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440652602,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462440653157,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462440653413,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440653670,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440653926,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440654182,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440654353,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440660291,000000F1,false,Rx,0,4,00,99,00,40,00,00,00,00,
18445081462440662555,000001F3,false,Rx,0,2,40,40,00,00,00,00,00,00,
18445081462440664691,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440664947,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440665161,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462440665588,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462440665887,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440666143,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440666314,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440669774,000000F1,false,Rx,0,4,1C,99,00,40,00,00,00,00,
18445081462440670201,000001E1,false,Rx,0,5,00,FD,17,00,60,00,00,00,
18445081462440671697,0000019D,false,Rx,0,8,C0,00,3F,FD,01,00,00,FF,
18445081462440671867,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440672124,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440677122,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440677378,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440677634,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462440678147,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462440678403,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440678660,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440678916,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440679172,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440679343,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440679599,000002C3,false,Rx,0,6,06,4B,06,A0,06,A0,00,00,
18445081462440679813,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462440679984,000000F1,false,Rx,0,4,28,99,00,40,00,00,00,00,
18445081462440680112,000002D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
18445081462440689681,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440689809,000000F1,false,Rx,0,4,34,99,00,40,00,00,00,00,
18445081462440690065,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440690322,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462440690621,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462440690877,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440691133,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440691304,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440692628,000001F3,false,Rx,0,2,80,80,00,00,00,00,00,00,
18445081462440696772,0000019D,false,Rx,0,8,00,00,00,00,01,00,00,FF,
18445081462440696900,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440697156,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440699890,000000F1,false,Rx,0,4,00,99,00,40,00,00,00,00,
18445081462440702154,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440702368,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440702624,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462440702795,000001E1,false,Rx,0,5,00,00,14,00,00,00,00,00,
18445081462440703180,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462440703436,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440703692,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440703949,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440704205,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440704376,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440710185,000000F1,false,Rx,0,4,1C,99,00,40,00,00,00,00,
18445081462440714671,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440714884,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440715141,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462440715611,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462440715867,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440716123,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440716337,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440719797,000000F1,false,Rx,0,4,28,97,00,40,00,00,00,00,
18445081462440720096,0000012A,false,Rx,0,8,57,00,00,00,B2,5F,3F,FF,
18445081462440721677,0000019D,false,Rx,0,8,40,00,3F,FF,01,00,00,FF,
18445081462440721847,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440722104,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440722830,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462440725009,000001F1,false,Rx,0,8,85,0F,8B,77,08,00,00,72,
18445081462440727187,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440727444,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440727529,000001F3,false,Rx,0,2,C0,C0,00,00,00,00,00,00,
18445081462440727785,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462440728170,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462440728426,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440728682,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440728939,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440729238,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440729409,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440729622,000002C3,false,Rx,0,6,06,4B,06,A0,06,A0,00,00,
18445081462440729793,000000F1,false,Rx,0,4,34,97,00,40,00,00,00,00,
18445081462440730007,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462440730135,000002D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
18445081462440730391,000003C1,false,Rx,0,8,07,65,C4,A0,B7,DF,F9,50,
18445081462440730690,000003D1,false,Rx,0,8,01,40,80,00,00,00,00,00,
18445081462440730946,000003E9,false,Rx,0,8,00,00,20,00,00,00,00,00,
18445081462440732869,000001E1,false,Rx,0,5,00,FF,15,00,20,00,00,00,
18445081462440734449,000003F9,false,Rx,0,8,80,00,00,00,4F,00,0B,00,
18445081462440734620,000003FB,false,Rx,0,2,00,37,00,00,00,00,00,00,
18445081462440734876,000004C1,false,Rx,0,8,00,C9,3F,3A,50,00,00,00,
18445081462440735133,000004D1,false,Rx,0,8,00,00,04,03,1E,87,00,00,
18445081462440735475,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462440737995,000003F1,false,Rx,0,8,00,FF,69,18,82,F5,00,74,
18445081462440739661,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440739917,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440740088,000000F1,false,Rx,0,4,00,97,00,40,00,00,00,00,
18445081462440740344,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462440740643,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462440740900,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440741156,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440741370,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440746752,0000019D,false,Rx,0,8,80,00,3F,FE,01,00,00,FF,
18445081462440746880,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440747137,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440749913,000000F1,false,Rx,0,4,1C,97,00,40,00,00,00,00,
18445081462440752135,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440752391,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440752647,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462440753160,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462440753416,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440753672,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440753929,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440754185,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440754399,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440760294,000000F1,false,Rx,0,4,28,97,00,40,00,00,00,00,
18445081462440762686,000001E1,false,Rx,0,5,00,FE,16,00,40,00,00,00,
18445081462440764651,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440764907,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440765035,000001F3,false,Rx,0,2,00,00,00,00,00,00,00,00,
18445081462440765292,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462440765633,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462440765890,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440766146,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440766360,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440769692,000000F1,false,Rx,0,4,34,97,00,40,00,00,00,00,
18445081462440771742,0000019D,false,Rx,0,8,C0,00,3F,FD,01,00,00,FF,
18445081462440771913,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440772127,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440777167,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440777381,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440777637,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462440778150,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462440778406,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440778662,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440778919,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440779175,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440779389,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440779602,000002C3,false,Rx,0,6,06,4B,06,A0,06,A0,00,00,
18445081462440779816,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462440779987,000000F1,false,Rx,0,4,00,97,00,40,00,00,00,00,
18445081462440780115,000002D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
18445081462440789641,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440789897,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440790068,000000F1,false,Rx,0,4,1C,97,00,40,00,00,00,00,
18445081462440790324,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462440790623,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462440790837,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440791136,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440791307,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440792717,000001E1,false,Rx,0,5,00,FD,17,00,60,00,00,00,
18445081462440794682,000001F3,false,Rx,0,2,40,40,00,00,00,00,00,00,
18445081462440796689,0000019D,false,Rx,0,8,00,00,00,00,01,00,00,FF,
18445081462440796860,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440797117,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440797287,000004C9,false,Rx,0,4,60,3F,C1,00,00,00,00,00,
18445081462440800107,000000F1,false,Rx,0,4,28,97,00,40,00,00,00,00,
18445081462440802200,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440802456,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440802670,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462440803183,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462440803439,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440803695,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440803951,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440804208,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440804421,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440810218,000000F1,false,Rx,0,4,34,97,00,40,00,00,00,00,
18445081462440814704,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440814960,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440815174,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462440815643,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462440815900,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440816156,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440816370,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440819873,000000F1,false,Rx,0,4,00,97,00,40,00,00,00,00,
18445081462440821709,0000019D,false,Rx,0,8,40,00,3F,FF,01,00,00,FF,
18445081462440821880,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462440822137,000001F5,false,Rx,0,8,0F,0F,00,21,00,00,03,00,
18445081462440822948,0000012A,false,Rx,0,8,57,00,00,00,B2,5F,3F,FF,
18445081462440824956,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462440827177,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462440827434,000000F9,false,Rx,0,8,00,00,60,00,00,00,00,FF,
18445081462440827690,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462440827861,000001E1,false,Rx,0,5,00,00,14,00,00,00,00,00,
18445081462440828203,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462440828459,00000191,false,Rx,0,8,06,4B,06,4B,05,AC,00,00,
18445081462440828715,000001A1,false,Rx,0,7,00,10,00,00,00,00,00,00,
18445081462440828971,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462440829228,000001ED,false,Rx,0,8,01,90,00,00,00,00,00,00,
18445081462440829399,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462440829655,000002C3,false,Rx,0,6,06,4B,06,A0,06,A0,00,00,
18445081462440829826,000000F1,false,Rx,0,4,1C,97,00,40,00,00,00,00,
18445081462440829997,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462440830253,000001F1,false,Rx,0,8,85,0F,8B,77,08,00,00,72,
18445081462440830381,000002D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
18445081462440830637,000003C1,false,Rx,0,8,07,65,C4,A0,B7,DF,F9,50,
18445081462440830894,000003D1,false,Rx,0,8,01,40,80,00,00,00,00,00,
18445081462440831193,000003E9,false,Rx,0,8,00,00,20,00,00,00,00,00,
18445081462440832731,000001F3,false,Rx,0,2,80,80,00,00,00,00,00,00,
18445081462440835507,000003C9,false,Rx,0,8,07,66,00,20,00,00,00,00,
18445081462440839736,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
